#2023/10/05 17:40:28
time,fog,T
1787.01000,0.00176,36.5
1787.02000,0.00174,36.5
1787.03000,0.00169,36.5
1787.04000,0.00171,36.5
1787.05000,0.00177,36.5
1787.06000,0.00182,36.5
1787.07000,0.00185,36.5
1787.08000,0.00185,36.5
1787.09000,0.00182,36.5
1787.10000,0.00182,36.5
1787.11000,0.00183,36.5
1787.12000,0.00180,36.5
1787.13000,0.00181,36.5
1787.14000,0.00188,36.5
1787.15000,0.00190,36.5
1787.16000,0.00181,36.5
1787.17000,0.00177,36.5
1787.18000,0.00173,36.5
1787.19000,0.00175,36.5
1787.20000,0.00184,36.5
1787.21000,0.00185,36.5
1787.22000,0.00185,36.5
1787.23000,0.00184,36.5
1787.24000,0.00189,36.5
1787.25000,0.00191,36.5
1787.26000,0.00189,36.5
1787.27000,0.00186,36.5
1787.28000,0.00192,36.5
1787.29000,0.00192,36.5
1787.30000,0.00192,36.5
1787.31000,0.00185,36.5
1787.32000,0.00184,36.5
1787.33000,0.00185,36.5
1787.34000,0.00185,36.5
1787.35000,0.00186,36.5
1787.36000,0.00181,36.5
1787.37000,0.00177,36.5
1787.38000,0.00176,36.5
1787.39000,0.00180,36.5
1787.40000,0.00185,36.5
1787.41000,0.00187,36.5
1787.42000,0.00188,36.5
1787.43000,0.00185,36.5
1787.44000,0.00185,36.5
1787.45000,0.00186,36.5
1787.46000,0.00187,36.5
1787.47000,0.00187,36.5
1787.48000,0.00188,36.5
1787.49000,0.00185,36.5
1787.50000,0.00184,36.5
1787.51000,0.00186,36.5
1787.52000,0.00185,36.5
1787.53000,0.00186,36.5
1787.54000,0.00192,36.5
1787.55000,0.00192,36.5
1787.56000,0.00192,36.5
1787.57000,0.00196,36.5
1787.58000,0.00197,36.5
1787.59000,0.00201,36.5
1787.60000,0.00202,36.5
1787.61000,0.00206,36.5
1787.62000,0.00209,36.5
1787.63000,0.00203,36.5
1787.64000,0.00206,36.5
1787.65000,0.00209,36.5
1787.66000,0.00207,36.5
1787.67000,0.00206,36.5
1787.68000,0.00203,36.5
1787.69000,0.00200,36.5
1787.70000,0.00197,36.5
1787.71000,0.00193,36.5
1787.72000,0.00193,36.5
1787.73000,0.00195,36.5
1787.74000,0.00193,36.5
1787.75000,0.00191,36.5
1787.76000,0.00191,36.5
1787.77000,0.00186,36.5
1787.78000,0.00185,36.5
1787.79000,0.00185,36.5
1787.80000,0.00184,36.5
1787.81000,0.00185,36.5
1787.82000,0.00189,36.5
1787.83000,0.00193,36.5
1787.84000,0.00195,36.5
1787.85000,0.00197,36.5
1787.86000,0.00191,36.5
1787.87000,0.00189,36.5
1787.88000,0.00188,36.5
1787.89000,0.00186,36.5
1787.90000,0.00187,36.5
1787.91000,0.00191,36.5
1787.92000,0.00202,36.5
1787.93000,0.00205,36.5
1787.94000,0.00206,36.5
1787.95000,0.00203,36.5
1787.96000,0.00205,36.5
1787.97000,0.00210,36.5
1787.98000,0.00208,36.5
1787.99000,0.00208,36.5
1788.00000,0.00207,36.5
1788.01000,0.00204,36.5
1788.02000,0.00205,36.5
1788.03000,0.00203,36.5
1788.04000,0.00201,36.5
1788.05000,0.00202,36.5
1788.06000,0.00201,36.5
1788.07000,0.00202,36.5
1788.08000,0.00203,36.5
1788.09000,0.00204,36.5
1788.10000,0.00210,36.5
1788.11000,0.00205,36.5
1788.12000,0.00205,36.5
1788.13000,0.00208,36.5
1788.14000,0.00214,36.5
1788.15000,0.00212,36.5
1788.16000,0.00212,36.5
1788.17000,0.00212,36.5
1788.18000,0.00210,36.5
1788.19000,0.00210,36.5
1788.20000,0.00210,36.5
1788.21000,0.00210,36.5
1788.22000,0.00214,36.5
1788.23000,0.00216,36.5
1788.24000,0.00214,36.5
1788.25000,0.00208,36.5
1788.26000,0.00205,36.5
1788.27000,0.00202,36.5
1788.28000,0.00195,36.5
1788.29000,0.00199,36.5
1788.30000,0.00193,36.5
1788.31000,0.00195,36.5
1788.32000,0.00194,36.5
1788.33000,0.00196,36.5
1788.34000,0.00196,36.5
1788.35000,0.00194,36.5
1788.36000,0.00190,36.5
1788.37000,0.00188,36.5
1788.38000,0.00189,36.5
1788.39000,0.00189,36.5
1788.40000,0.00193,36.5
1788.41000,0.00193,36.5
1788.42000,0.00193,36.5
1788.43000,0.00193,36.5
1788.44000,0.00189,36.5
1788.45000,0.00186,36.5
1788.46000,0.00179,36.5
1788.47000,0.00177,36.5
1788.48000,0.00178,36.5
1788.49000,0.00182,36.5
1788.50000,0.00179,36.5
1788.51000,0.00180,36.5
1788.52000,0.00178,36.5
1788.53000,0.00174,36.5
1788.54000,0.00177,36.5
1788.55000,0.00179,36.5
1788.56000,0.00175,36.5
1788.57000,0.00176,36.5
1788.58000,0.00172,36.5
1788.59000,0.00167,36.5
1788.60000,0.00173,36.5
1788.61000,0.00179,36.5
1788.62000,0.00184,36.5
1788.63000,0.00186,36.5
1788.64000,0.00183,36.5
1788.65000,0.00182,36.5
1788.66000,0.00181,36.5
1788.67000,0.00181,36.5
1788.68000,0.00182,36.5
1788.69000,0.00179,36.5
1788.70000,0.00181,36.5
1788.71000,0.00182,36.5
1788.72000,0.00179,36.5
1788.73000,0.00186,36.5
1788.74000,0.00188,36.5
1788.75000,0.00192,36.5
1788.76000,0.00196,36.5
1788.77000,0.00196,36.5
1788.78000,0.00194,36.5
1788.79000,0.00201,36.5
1788.80000,0.00209,36.5
1788.81000,0.00202,36.5
1788.82000,0.00205,36.5
1788.83000,0.00204,36.5
1788.84000,0.00199,36.5
1788.85000,0.00197,36.5
1788.86000,0.00193,36.5
1788.87000,0.00193,36.5
1788.88000,0.00189,36.5
1788.89000,0.00184,36.5
1788.90000,0.00185,36.5
1788.91000,0.00182,36.5
1788.92000,0.00177,36.5
1788.93000,0.00175,36.5
1788.94000,0.00173,36.5
1788.95000,0.00175,36.5
1788.96000,0.00175,36.5
1788.97000,0.00173,36.5
1788.98000,0.00164,36.5
1788.99000,0.00159,36.5
1789.00000,0.00155,36.5
1789.01000,0.00153,37.0
1789.02000,0.00157,37.0
1789.03000,0.00160,37.0
1789.04000,0.00156,37.0
1789.05000,0.00150,37.0
1789.06000,0.00145,37.0
1789.07000,0.00150,37.0
1789.08000,0.00146,37.0
1789.09000,0.00149,37.0
1789.10000,0.00150,37.0
1789.11000,0.00152,37.0
1789.12000,0.00150,37.0
1789.13000,0.00152,37.0
1789.14000,0.00151,37.0
1789.15000,0.00151,37.0
1789.16000,0.00150,37.0
1789.17000,0.00152,37.0
1789.18000,0.00148,37.0
1789.19000,0.00149,37.0
1789.20000,0.00151,37.0
1789.21000,0.00146,37.0
1789.22000,0.00150,37.0
1789.23000,0.00147,37.0
1789.24000,0.00150,37.0
1789.25000,0.00146,37.0
1789.26000,0.00143,37.0
1789.27000,0.00144,37.0
1789.28000,0.00144,37.0
1789.29000,0.00141,37.0
1789.30000,0.00148,37.0
1789.31000,0.00154,37.0
1789.32000,0.00157,37.0
1789.33000,0.00155,37.0
1789.34000,0.00163,37.0
1789.35000,0.00167,37.0
1789.36000,0.00172,37.0
1789.37000,0.00174,37.0
1789.38000,0.00174,37.0
1789.39000,0.00174,37.0
1789.40000,0.00170,37.0
1789.41000,0.00172,37.0
1789.42000,0.00170,37.0
1789.43000,0.00169,37.0
1789.44000,0.00173,37.0
1789.45000,0.00173,37.0
1789.46000,0.00171,37.0
1789.47000,0.00171,37.0
1789.48000,0.00173,37.0
1789.49000,0.00175,37.0
1789.50000,0.00182,37.0
1789.51000,0.00187,37.0
1789.52000,0.00189,37.0
1789.53000,0.00188,37.0
1789.54000,0.00187,37.0
1789.55000,0.00191,37.0
1789.56000,0.00189,37.0
1789.57000,0.00193,37.0
1789.58000,0.00189,37.0
1789.59000,0.00188,37.0
1789.60000,0.00188,37.0
1789.61000,0.00191,37.0
1789.62000,0.00189,37.0
1789.63000,0.00187,37.0
1789.64000,0.00190,37.0
1789.65000,0.00190,37.0
1789.66000,0.00190,37.0
1789.67000,0.00183,37.0
1789.68000,0.00186,37.0
1789.69000,0.00187,37.0
1789.70000,0.00191,37.0
1789.71000,0.00204,37.0
1789.72000,0.00210,37.0
1789.73000,0.00212,37.0
1789.74000,0.00216,37.0
1789.75000,0.00214,37.0
1789.76000,0.00213,37.0
1789.77000,0.00217,37.0
1789.78000,0.00216,37.0
1789.79000,0.00212,37.0
1789.80000,0.00207,37.0
1789.81000,0.00209,37.0
1789.82000,0.00206,37.0
1789.83000,0.00203,37.0
1789.84000,0.00198,37.0
1789.85000,0.00192,37.0
1789.86000,0.00190,37.0
1789.87000,0.00187,37.0
1789.88000,0.00180,37.0
1789.89000,0.00178,37.0
1789.90000,0.00179,37.0
1789.91000,0.00180,37.0
1789.92000,0.00180,37.0
1789.93000,0.00181,37.0
1789.94000,0.00180,37.0
1789.95000,0.00185,37.0
1789.96000,0.00189,37.0
1789.97000,0.00190,37.0
1789.98000,0.00190,37.0
1789.99000,0.00187,37.0
1790.00000,0.00187,37.0
1790.01000,0.00191,37.0
1790.02000,0.00193,37.0
1790.03000,0.00190,37.0
1790.04000,0.00192,37.0
1790.05000,0.00186,37.0
1790.06000,0.00185,37.0
1790.07000,0.00190,37.0
1790.08000,0.00192,37.0
1790.09000,0.00186,37.0
1790.10000,0.00191,37.0
1790.11000,0.00189,37.0
1790.12000,0.00193,37.0
1790.13000,0.00193,37.0
1790.14000,0.00193,37.0
1790.15000,0.00189,37.0
1790.16000,0.00190,37.0
1790.17000,0.00190,37.0
1790.18000,0.00188,37.0
1790.19000,0.00189,37.0
1790.20000,0.00182,37.0
1790.21000,0.00177,37.0
1790.22000,0.00182,37.0
1790.23000,0.00189,37.0
1790.24000,0.00191,37.0
1790.25000,0.00188,37.0
1790.26000,0.00181,37.0
1790.27000,0.00180,37.0
1790.28000,0.00179,37.0
1790.29000,0.00179,37.0
1790.30000,0.00180,37.0
1790.31000,0.00180,37.0
1790.32000,0.00175,37.0
1790.33000,0.00177,37.0
1790.34000,0.00184,37.0
1790.35000,0.00188,37.0
1790.36000,0.00189,37.0
1790.37000,0.00186,37.0
1790.38000,0.00183,37.0
1790.39000,0.00184,37.0
1790.40000,0.00177,37.0
1790.41000,0.00173,37.0
1790.42000,0.00175,37.0
1790.43000,0.00175,37.0
1790.44000,0.00176,37.0
1790.45000,0.00185,37.0
1790.46000,0.00184,37.0
1790.47000,0.00181,37.0
1790.48000,0.00181,37.0
1790.49000,0.00184,37.0
1790.50000,0.00188,37.0
1790.51000,0.00185,37.0
1790.52000,0.00197,37.0
1790.53000,0.00205,37.0
1790.54000,0.00208,37.0
1790.55000,0.00208,37.0
1790.56000,0.00207,37.0
1790.57000,0.00202,37.0
1790.58000,0.00194,37.0
1790.59000,0.00192,37.0
1790.60000,0.00188,37.0
1790.61000,0.00189,37.0
1790.62000,0.00191,37.0
1790.63000,0.00193,37.0
1790.64000,0.00195,37.0
1790.65000,0.00198,37.0
1790.66000,0.00203,37.0
1790.67000,0.00202,37.0
1790.68000,0.00199,37.0
1790.69000,0.00199,37.0
1790.70000,0.00202,37.0
1790.71000,0.00201,37.0
1790.72000,0.00200,37.0
1790.73000,0.00198,37.0
1790.74000,0.00197,37.0
1790.75000,0.00200,37.0
1790.76000,0.00194,37.0
1790.77000,0.00196,37.0
1790.78000,0.00197,37.0
1790.79000,0.00201,37.0
1790.80000,0.00198,37.0
1790.81000,0.00196,37.0
1790.82000,0.00194,37.0
1790.83000,0.00188,37.0
1790.84000,0.00188,37.0
1790.85000,0.00183,37.0
1790.86000,0.00179,37.0
1790.87000,0.00178,37.0
1790.88000,0.00174,37.0
1790.89000,0.00174,37.0
1790.90000,0.00170,37.0
1790.91000,0.00171,37.0
1790.92000,0.00171,37.0
1790.93000,0.00175,37.0
1790.94000,0.00175,37.0
1790.95000,0.00180,37.0
1790.96000,0.00183,37.0
1790.97000,0.00177,37.0
1790.98000,0.00175,37.0
1790.99000,0.00182,37.0
1791.00000,0.00183,37.0
1791.01000,0.00184,37.0
1791.02000,0.00186,37.0
1791.03000,0.00185,37.0
1791.04000,0.00188,37.0
1791.05000,0.00185,37.0
1791.06000,0.00180,37.0
1791.07000,0.00177,37.0
1791.08000,0.00177,37.0
1791.09000,0.00175,37.0
1791.10000,0.00173,37.0
1791.11000,0.00169,37.0
1791.12000,0.00171,37.0
1791.13000,0.00175,37.0
1791.14000,0.00179,37.0
1791.15000,0.00178,37.0
1791.16000,0.00176,37.0
1791.17000,0.00176,37.0
1791.18000,0.00170,37.0
1791.19000,0.00174,37.0
1791.20000,0.00170,37.0
1791.21000,0.00171,37.0
1791.22000,0.00175,37.0
1791.23000,0.00178,37.0
1791.24000,0.00179,37.0
1791.25000,0.00179,37.0
1791.26000,0.00175,37.0
1791.27000,0.00176,37.0
1791.28000,0.00172,37.0
1791.29000,0.00174,37.0
1791.30000,0.00176,37.0
1791.31000,0.00185,37.0
1791.32000,0.00184,37.0
1791.33000,0.00179,37.0
1791.34000,0.00177,37.0
1791.35000,0.00189,37.0
1791.36000,0.00193,37.0
1791.37000,0.00197,37.0
1791.38000,0.00193,37.0
1791.39000,0.00191,37.0
1791.40000,0.00199,37.0
1791.41000,0.00198,37.0
1791.42000,0.00199,37.0
1791.43000,0.00199,37.0
1791.44000,0.00200,37.0
1791.45000,0.00196,37.0
1791.46000,0.00188,37.0
1791.47000,0.00181,37.0
1791.48000,0.00171,37.0
1791.49000,0.00170,37.0
1791.50000,0.00172,37.0
1791.51000,0.00174,37.0
1791.52000,0.00170,37.0
1791.53000,0.00174,37.0
1791.54000,0.00181,37.0
1791.55000,0.00186,37.0
1791.56000,0.00181,37.0
1791.57000,0.00186,37.0
1791.58000,0.00183,37.0
1791.59000,0.00182,37.0
1791.60000,0.00181,37.0
1791.61000,0.00179,37.0
1791.62000,0.00174,37.0
1791.63000,0.00178,37.0
1791.64000,0.00181,37.0
1791.65000,0.00179,37.0
1791.66000,0.00176,37.0
1791.67000,0.00176,37.0
1791.68000,0.00178,37.0
1791.69000,0.00170,37.0
1791.70000,0.00174,37.0
1791.71000,0.00176,37.0
1791.72000,0.00181,37.0
1791.73000,0.00180,37.0
1791.74000,0.00181,37.0
1791.75000,0.00179,37.0
1791.76000,0.00178,37.0
1791.77000,0.00180,37.0
1791.78000,0.00174,37.0
1791.79000,0.00175,37.0
1791.80000,0.00177,37.0
1791.81000,0.00179,37.0
1791.82000,0.00180,37.0
1791.83000,0.00177,37.0
1791.84000,0.00172,37.0
1791.85000,0.00168,37.0
1791.86000,0.00163,37.0
1791.87000,0.00162,37.0
1791.88000,0.00161,37.0
1791.89000,0.00164,37.0
1791.90000,0.00169,37.0
1791.91000,0.00162,37.0
1791.92000,0.00163,37.0
1791.93000,0.00159,37.0
1791.94000,0.00158,37.0
1791.95000,0.00152,37.0
1791.96000,0.00149,37.0
1791.97000,0.00151,37.0
1791.98000,0.00144,37.0
1791.99000,0.00149,37.0
1792.00000,0.00153,37.0
1792.01000,0.00153,37.0
1792.02000,0.00151,37.0
1792.03000,0.00152,37.0
1792.04000,0.00157,37.0
1792.05000,0.00164,37.0
1792.06000,0.00169,37.0
1792.07000,0.00169,37.0
1792.08000,0.00166,37.0
1792.09000,0.00170,37.0
1792.10000,0.00176,37.0
1792.11000,0.00185,37.0
1792.12000,0.00188,37.0
1792.13000,0.00186,37.0
1792.14000,0.00192,37.0
1792.15000,0.00191,37.0
1792.16000,0.00182,37.0
1792.17000,0.00174,37.0
1792.18000,0.00174,37.0
1792.19000,0.00170,37.0
1792.20000,0.00183,37.0
1792.21000,0.00191,37.0
1792.22000,0.00190,37.0
1792.23000,0.00190,37.0
1792.24000,0.00186,37.0
1792.25000,0.00183,37.0
1792.26000,0.00182,37.0
1792.27000,0.00189,37.0
1792.28000,0.00193,37.0
1792.29000,0.00191,37.0
1792.30000,0.00188,37.0
1792.31000,0.00192,37.0
1792.32000,0.00184,37.0
1792.33000,0.00185,37.0
1792.34000,0.00179,37.0
1792.35000,0.00174,37.0
1792.36000,0.00171,37.0
1792.37000,0.00173,37.0
1792.38000,0.00177,37.0
1792.39000,0.00184,37.0
1792.40000,0.00184,37.0
1792.41000,0.00187,37.0
1792.42000,0.00193,37.0
1792.43000,0.00193,37.0
1792.44000,0.00186,37.0
1792.45000,0.00186,37.0
1792.46000,0.00180,37.0
1792.47000,0.00177,37.0
1792.48000,0.00173,37.0
1792.49000,0.00173,37.0
1792.50000,0.00175,37.0
1792.51000,0.00177,37.0
1792.52000,0.00180,37.0
1792.53000,0.00178,37.0
1792.54000,0.00179,37.0
1792.55000,0.00190,37.0
1792.56000,0.00195,37.0
1792.57000,0.00195,37.0
1792.58000,0.00197,37.0
1792.59000,0.00198,37.0
1792.60000,0.00190,37.0
1792.61000,0.00187,37.0
1792.62000,0.00189,37.0
1792.63000,0.00188,37.0
1792.64000,0.00192,37.0
1792.65000,0.00196,37.0
1792.66000,0.00197,37.0
1792.67000,0.00200,37.0
1792.68000,0.00203,37.0
1792.69000,0.00206,37.0
1792.70000,0.00207,37.0
1792.71000,0.00211,37.0
1792.72000,0.00211,37.0
1792.73000,0.00209,37.0
1792.74000,0.00209,37.0
1792.75000,0.00210,37.0
1792.76000,0.00199,37.0
1792.77000,0.00209,37.0
1792.78000,0.00211,37.0
1792.79000,0.00208,37.0
1792.80000,0.00206,37.0
1792.81000,0.00201,37.0
1792.82000,0.00193,37.0
1792.83000,0.00195,37.0
1792.84000,0.00184,37.0
1792.85000,0.00179,37.0
1792.86000,0.00173,37.0
1792.87000,0.00177,37.0
1792.88000,0.00180,37.0
1792.89000,0.00183,37.0
1792.90000,0.00188,37.0
1792.91000,0.00188,37.0
1792.92000,0.00190,37.0
1792.93000,0.00194,37.0
1792.94000,0.00203,37.0
1792.95000,0.00212,37.0
1792.96000,0.00219,37.0
1792.97000,0.00220,37.0
1792.98000,0.00230,37.0
1792.99000,0.00234,37.0
1793.00000,0.00232,37.0
1793.01000,0.00230,37.0
1793.02000,0.00230,37.0
1793.03000,0.00221,37.0
1793.04000,0.00218,37.0
1793.05000,0.00221,37.0
1793.06000,0.00219,37.0
1793.07000,0.00216,37.0
1793.08000,0.00225,37.0
1793.09000,0.00222,37.0
1793.10000,0.00225,37.0
1793.11000,0.00225,37.0
1793.12000,0.00226,37.0
1793.13000,0.00226,37.0
1793.14000,0.00227,37.0
1793.15000,0.00224,37.0
1793.16000,0.00222,37.0
1793.17000,0.00218,37.0
1793.18000,0.00214,37.0
1793.19000,0.00210,37.0
1793.20000,0.00214,37.0
1793.21000,0.00217,37.0
1793.22000,0.00224,37.0
1793.23000,0.00225,37.0
1793.24000,0.00227,37.0
1793.25000,0.00226,37.0
1793.26000,0.00221,37.0
1793.27000,0.00225,37.0
1793.28000,0.00228,37.0
1793.29000,0.00221,37.0
1793.30000,0.00222,37.0
1793.31000,0.00217,37.0
1793.32000,0.00208,37.0
1793.33000,0.00204,37.0
1793.34000,0.00200,37.0
1793.35000,0.00195,37.0
1793.36000,0.00200,37.0
1793.37000,0.00200,37.0
1793.38000,0.00197,37.0
1793.39000,0.00195,37.0
1793.40000,0.00193,37.0
#2023/10/05 17:40:36
